# L4 중학 1학년
stranger	명	낯선 사람	Don't follow a stranger.	낯선 사람을 따라가지 마세요.
guest	명	손님	We have guests tonight.	오늘 밤 손님이 와요.
host	명	주인(초대한)	The host welcomed everyone.	주인이 모두를 환영했어요.
message	명	메시지	I left a message for you.	너에게 메시지를 남겼어.
report	명	보고서	Hand in your report by Friday.	금요일까지 보고서를 제출하세요.
project	명	과제	Our team project is due soon.	우리 팀 과제 마감이 곧이에요.
subject	명	주제	Let's change the subject.	주제를 바꾸자.
opinion	명	의견	What's your opinion?	네 의견은 어때?
fact	명	사실	Check the facts first.	먼저 사실을 확인하세요.
idea	명	생각	That's a brilliant idea.	그거 훌륭한 생각이에요.
invent	동	발명하다	Edison invented the light bulb.	에디슨은 전구를 발명했어요.
discover	동	발견하다	They discovered a new star.	그들은 새로운 별을 발견했어요.
create	동	창조하다	Artists create new worlds.	예술가는 새로운 세계를 창조해요.
build	동	짓다	They built a new bridge.	그들은 새 다리를 지었어요.
design	동	디자인하다	She designed this poster.	그녀가 이 포스터를 디자인했어요.
solve	동	해결하다	Let's solve this puzzle.	이 퍼즐을 풀어 보자.
improve	동	향상시키다	Reading improves your writing.	독서는 글쓰기를 향상시켜요.
change	동	바꾸다	Exercise changed my life.	운동이 내 삶을 바꿨어요.
grow	동	자라다	Plants grow toward the light.	식물은 빛을 향해 자라요.
protect	동	보호하다	Helmets protect your head.	헬멧은 머리를 보호해요.
save	동	구하다	The doctor saved his life.	의사가 그의 생명을 구했어요.
waste	동	낭비하다	Don't waste your time.	시간을 낭비하지 마세요.
recycle	동	재활용하다	We recycle paper and cans.	우리는 종이와 캔을 재활용해요.
reduce	동	줄이다	Reduce plastic use.	플라스틱 사용을 줄이세요.
collect	동	모으다	He collects old coins.	그는 오래된 동전을 모아요.
share	동	나누다	Share your snacks with friends.	간식을 친구들과 나눠요.
join	동	가입하다	Why don't you join our club?	우리 동아리에 가입하는 게 어때?
invite	동	초대하다	She invited me to the party.	그녀가 나를 파티에 초대했어요.
introduce	동	소개하다	Let me introduce myself.	제 소개를 할게요.
explain	동	설명하다	Can you explain this rule?	이 규칙을 설명해 줄 수 있어요?
describe	동	묘사하다	Describe the picture in English.	그 그림을 영어로 묘사해 보세요.
express	동	표현하다	Express your feelings honestly.	감정을 솔직하게 표현하세요.
suggest	동	제안하다	I suggest taking a break.	잠깐 쉬는 것을 제안해요.
agree	동	동의하다	I agree with your opinion.	네 의견에 동의해.
disagree	동	반대하다	It's okay to disagree.	반대해도 괜찮아요.
argue	동	말다툼하다	Don't argue over small things.	사소한 일로 다투지 마세요.
respect	동	존중하다	Respect each other.	서로 존중하세요.
follow	동	따르다	Follow the safety rules.	안전 수칙을 따르세요.
allow	동	허락하다	My parents allowed me to go.	부모님이 가는 것을 허락하셨어요.
happen	동	일어나다	What happened last night?	어젯밤에 무슨 일이 있었어요?
appear	동	나타나다	A rainbow appeared after the rain.	비 온 뒤 무지개가 나타났어요.
disappear	동	사라지다	The cat disappeared into the bushes.	고양이가 덤불 속으로 사라졌어요.
continue	동	계속하다	The rain continued all day.	비가 하루 종일 계속됐어요.
stop	동	멈추다	The bus stopped suddenly.	버스가 갑자기 멈췄어요.
arrive	동	다다르다	We arrived at the top.	우리는 정상에 도착했어요.
climb	동	오르다	We climbed the stairs slowly.	우리는 천천히 계단을 올랐어요.
cross	동	건너다	Cross at the crosswalk.	횡단보도에서 건너세요.
enter	동	들어가다	Knock before you enter.	들어가기 전에 노크하세요.
exit	명	출구	The exit is on your left.	출구는 왼쪽에 있어요.
prepare	동	준비하다	We prepared for the festival.	우리는 축제를 준비했어요.
plant	동	심다	We planted trees on Earth Day.	우리는 지구의 날에 나무를 심었어요.
feed	동	먹이를 주다	Don't feed the animals.	동물에게 먹이를 주지 마세요.
raise	동	기르다	They raise chickens on the farm.	그들은 농장에서 닭을 길러요.
own	동	소유하다	She owns a small bookstore.	그녀는 작은 책방을 소유하고 있어요.
lonely	형	외로운	He felt lonely in the new school.	그는 새 학교에서 외로움을 느꼈어요.
proud	형	자랑스러운	I am proud of you.	나는 네가 자랑스러워.
nervous	형	긴장한	I was nervous before the test.	시험 전에 긴장했어요.
surprised	형	놀란	I was surprised at the news.	그 소식에 놀랐어요.
excited	형	신이 난	The kids were excited about the trip.	아이들은 여행에 신이 났어요.
disappointed	형	실망한	Don't be disappointed with the result.	결과에 실망하지 마세요.
serious	형	심각한	This is a serious problem.	이것은 심각한 문제예요.
dangerous	형	위험한	Swimming here is dangerous.	여기서 수영하는 것은 위험해요.
safe	형	안전한	Keep the children safe.	아이들을 안전하게 지키세요.
useful	형	유용한	This app is very useful.	이 앱은 매우 유용해요.
useless	형	쓸모없는	The broken umbrella is useless.	고장 난 우산은 쓸모없어요.
perfect	형	완벽한	Nobody is perfect.	완벽한 사람은 없어요.
terrible	형	끔찍한	The weather was terrible.	날씨가 끔찍했어요.
wonderful	형	훌륭한	We had a wonderful time.	우리는 멋진 시간을 보냈어요.
foreign	형	외국의	She speaks two foreign languages.	그녀는 외국어를 두 개 해요.
traditional	형	전통적인	We wore traditional clothes.	우리는 전통 의상을 입었어요.
modern	명	현대의	I like modern art.	나는 현대 미술을 좋아해요.
finally	부	마침내	We finally reached the top.	우리는 마침내 정상에 도착했어요.
suddenly	부	갑자기	Suddenly, the lights went out.	갑자기 불이 꺼졌어요.
carefully	부	조심스럽게	Listen carefully to the teacher.	선생님 말씀을 주의 깊게 들으세요.
