# L8 고등 2~3학년
illustrate	동	설명하다	The chart illustrates the trend.	그 차트는 추세를 보여줘요.
immediate	형	즉각적인	We need an immediate answer.	우리는 즉각적인 답이 필요해요.
immense	형	막대한	The project required immense effort.	그 프로젝트는 막대한 노력이 필요했어요.
impact	명	영향	The internet had a huge impact.	인터넷은 엄청난 영향을 미쳤어요.
imply	동	암시하다	Silence sometimes implies agreement.	침묵은 때로 동의를 암시해요.
impose	동	부과하다	The city imposed a new tax.	시가 새 세금을 부과했어요.
incident	명	사건	The incident happened at dawn.	그 사건은 새벽에 일어났어요.
indicate	동	나타내다	Fever indicates infection.	열은 감염을 나타내요.
individual	명	개인	Respect each individual.	각 개인을 존중하세요.
industry	명	산업	The game industry is growing.	게임 산업이 성장하고 있어요.
inevitable	형	피할 수 없는	Change is inevitable.	변화는 피할 수 없어요.
infer	동	추론하다	Infer the meaning from context.	문맥에서 의미를 추론하세요.
inherit	동	물려받다	She inherited her mother's talent.	그녀는 어머니의 재능을 물려받았어요.
initial	형	초기의	My initial plan failed.	나의 초기 계획은 실패했어요.
initiative	명	주도권	He took the initiative in the talks.	그가 회담에서 주도권을 잡았어요.
innovation	명	혁신	Innovation drives progress.	혁신은 발전을 이끌어요.
insight	명	통찰	The book offers deep insight.	그 책은 깊은 통찰을 제공해요.
inspect	동	점검하다	Inspect the brakes regularly.	브레이크를 정기적으로 점검하세요.
instant	형	즉각의	The show was an instant hit.	그 공연은 즉시 히트했어요.
institution	명	기관	The university is an old institution.	그 대학은 오래된 기관이에요.
instruct	동	지시하다	The manual instructs users clearly.	설명서는 사용자를 명확히 안내해요.
insult	동	모욕하다	Never insult your opponent.	상대를 절대 모욕하지 마세요.
intense	형	강렬한	The heat was intense.	더위가 강렬했어요.
interact	동	상호작용하다	Children interact through play.	아이들은 놀이로 상호작용해요.
internal	형	내부의	The company held an internal meeting.	회사는 내부 회의를 열었어요.
interpret	동	해석하다	Interpret the poem freely.	시를 자유롭게 해석하세요.
invade	동	침략하다	The army invaded the country.	군대가 그 나라를 침략했어요.
investigate	동	조사하다	Police investigated the case.	경찰이 사건을 조사했어요.
isolate	동	고립시키다	The village was isolated by snow.	마을이 눈으로 고립됐어요.
justify	동	정당화하다	The end doesn't justify the means.	목적이 수단을 정당화하지 않아요.
labor	명	노동	The harvest requires hard labor.	수확에는 힘든 노동이 필요해요.
launch	동	출시하다	They launched a new product.	그들은 신제품을 출시했어요.
legal	형	합법적인	Is it legal to park here?	여기 주차하는 게 합법인가요?
legend	명	전설	The legend is still told today.	그 전설은 오늘날에도 전해져요.
liberty	명	자유	Liberty comes with responsibility.	자유에는 책임이 따라요.
likewise	부	마찬가지로	Likewise, exercise matters.	마찬가지로 운동도 중요해요.
literature	명	문학	She majors in English literature.	그녀는 영문학을 전공해요.
logical	형	논리적인	Give a logical explanation.	논리적인 설명을 하세요.
loyal	형	충성스러운	Dogs are loyal animals.	개는 충성스러운 동물이에요.
manufacture	동	제조하다	The factory manufactures phones.	그 공장은 전화기를 제조해요.
margin	명	여백	Write notes in the margin.	여백에 메모를 쓰세요.
mature	형	성숙한	She is mature for her age.	그녀는 나이에 비해 성숙해요.
means	명	수단	Music is a means of expression.	음악은 표현의 수단이에요.
mere	형	단지 ~에 불과한	It was a mere coincidence.	그것은 단지 우연이었어요.
migrate	동	이주하다	Birds migrate south in winter.	새들은 겨울에 남쪽으로 이동해요.
minimize	동	최소화하다	Minimize the risk of injury.	부상 위험을 최소화하세요.
moderate	형	적당한	Do moderate exercise daily.	매일 적당한 운동을 하세요.
modify	동	수정하다	Modify the design slightly.	디자인을 약간 수정하세요.
monitor	동	감시하다	Doctors monitored his heart rate.	의사들이 그의 심박수를 관찰했어요.
moreover	부	더욱이	Moreover, it saves time.	더욱이 시간도 절약돼요.
motivate	동	동기를 부여하다	Praise motivates students.	칭찬은 학생들에게 동기를 부여해요.
multiple	형	다수의	The word has multiple meanings.	그 단어는 여러 의미가 있어요.
mutual	형	상호의	They reached a mutual agreement.	그들은 상호 합의에 도달했어요.
negotiate	동	협상하다	They negotiated a better deal.	그들은 더 나은 조건을 협상했어요.
nevertheless	부	그럼에도	Nevertheless, we kept going.	그럼에도 우리는 계속 나아갔어요.
noble	형	고귀한	Helping others is a noble act.	남을 돕는 것은 고귀한 행동이에요.
norm	명	규범	Follow the social norms.	사회 규범을 따르세요.
notion	명	개념	The notion of time varies by culture.	시간 개념은 문화마다 달라요.
numerous	형	수많은	Numerous stars fill the sky.	수많은 별이 하늘을 가득 채워요.
nutrition	명	영양	Good nutrition builds health.	좋은 영양은 건강을 만들어요.
obstacle	명	장애물	Fear is the biggest obstacle.	두려움이 가장 큰 장애물이에요.
occupy	동	차지하다	Books occupy most of the room.	책이 방의 대부분을 차지해요.
odd	형	이상한	I heard an odd sound.	이상한 소리를 들었어요.
